,date,Country,Businesses_R&D expenditure,Businesses_product development,Consulting Firms_innovation management,Consulting Firms_innovation strategy,Government agencies_government grants,Government agencies_research funding,Innovation Hubs_startup incubation,Innovation Hubs_technology park,Patent Attorneys_patent attorney,Patent Attorneys_patent registration,R&D Employees_R&D jobs,Research Institutions_collaboration with industry,Research Institutions_research grant,Tax Authorities_R&D tax credit,VCs_VC investment,VCs_startup funding,Year,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD
125,2005-04-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2005,4,,0.0,0.0,15.666666666666666,,0.0,,0.0,0.0,,,,9.0,,,33.333333333333336
124,2005-04-01,GB,0.0,55.0,0.0,0.0,61.0,0.0,,37.0,44.0,48.0,,,63.0,0.0,100.0,0.0,2005,4,0.0,48.333333333333336,0.0,0.0,52.0,0.0,,63.0,39.0,23.666666666666668,,,34.666666666666664,0.0,30.0,0.0
127,2005-04-01,US,0.0,72.0,0.0,20.0,44.0,81.0,0.0,90.0,72.0,57.0,0.0,0.0,100.0,0.0,0.0,0.0,2005,4,19.0,77.33333333333333,0.0,17.333333333333332,47.333333333333336,68.66666666666667,0.0,64.33333333333333,79.66666666666667,21.0,30.666666666666668,54.333333333333336,72.0,26.333333333333332,0.0,0.0
122,2005-04-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,4,,0.0,0.0,0.0,,,,,,,,,,,,
121,2005-04-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2005,4,,46.0,,33.0,,,,,28.333333333333332,,,,9.333333333333334,,,
120,2005-04-01,CA,,0.0,,,48.0,0.0,,68.0,0.0,0.0,0.0,,,68.0,0.0,0.0,2005,4,,0.0,,,58.333333333333336,0.0,,20.333333333333332,0.0,31.666666666666668,15.333333333333334,,,0.0,0.0,0.0
123,2005-04-01,DE,,0.0,0.0,33.0,0.0,0.0,,0.0,33.0,,0.0,,25.0,,0.0,0.0,2005,4,,0.0,45.666666666666664,21.333333333333332,0.0,38.666666666666664,,0.0,6.666666666666667,,0.0,,10.333333333333334,,0.0,19.333333333333332
128,2005-05-01,CA,,0.0,,,57.0,0.0,,0.0,0.0,0.0,0.0,,,23.0,0.0,61.0,2005,5,,0.0,,,55.75,0.0,,32.25,0.0,23.75,11.5,,,17.0,0.0,0.0
129,2005-05-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2005,5,,34.5,,24.75,,,,,21.25,,,,7.0,,,
130,2005-05-01,CN,,0.0,6.0,0.0,,,,,,,,,,,,,2005,5,,0.0,0.0,0.0,,,,,,,,,,,,
131,2005-05-01,DE,,0.0,30.0,34.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,2005,5,,0.0,34.25,24.25,0.0,29.0,,0.0,13.25,,0.0,,14.0,,0.0,14.5
132,2005-05-01,GB,0.0,69.0,0.0,0.0,56.0,0.0,,66.0,24.0,60.0,,,22.0,0.0,0.0,0.0,2005,5,0.0,50.0,0.0,0.0,54.25,0.0,,56.5,40.25,29.75,,,41.75,0.0,47.5,0.0
133,2005-05-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,73.0,2005,5,,0.0,0.0,11.75,,0.0,,0.0,0.0,,,,6.75,,,25.0
134,2005-05-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,5,,27.0,,9.5,,0.0,,0.0,,0.0,,,24.25,0.0,25.0,0.0
135,2005-05-01,US,35.0,68.0,0.0,69.0,44.0,65.0,0.0,75.0,64.0,0.0,36.0,0.0,71.0,27.0,0.0,0.0,2005,5,14.25,76.0,0.0,18.0,46.5,71.75,0.0,70.75,77.75,30.0,23.0,40.75,79.0,19.75,0.0,0.0
141,2005-06-01,JP,,0.0,0.0,0.0,,0.0,,0.0,59.0,,,,0.0,,,0.0,2005,6,,0.0,0.0,9.4,,0.0,,0.0,0.0,,,,5.4,,,34.6
142,2005-06-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,6,,21.6,,7.6,,0.0,,0.0,,0.0,,,19.4,0.0,20.0,0.0
140,2005-06-01,GB,0.0,33.0,0.0,0.0,58.0,0.0,,59.0,31.0,38.0,,,16.0,0.0,0.0,0.0,2005,6,0.0,53.8,0.0,0.0,54.6,0.0,,58.4,37.0,35.8,,,37.8,0.0,38.0,0.0
143,2005-06-01,US,0.0,72.0,0.0,28.0,48.0,69.0,0.0,100.0,70.0,37.0,0.0,65.0,52.0,0.0,0.0,0.0,2005,6,18.4,74.4,0.0,28.2,46.0,70.4,0.0,71.6,75.0,24.0,25.6,32.6,77.4,21.2,0.0,0.0
138,2005-06-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,6,,0.0,1.2,0.0,,,,,,,,,,,,
137,2005-06-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2005,6,,27.6,,19.8,,,,,17.0,,,,5.6,,,
136,2005-06-01,CA,,0.0,,,55.0,0.0,,0.0,40.0,0.0,0.0,,,0.0,0.0,0.0,2005,6,,0.0,,,56.0,0.0,,25.8,0.0,19.0,9.2,,,18.2,0.0,12.2
139,2005-06-01,DE,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,70.0,0.0,2005,6,,0.0,33.4,26.2,0.0,23.2,,0.0,10.6,,0.0,,11.2,,0.0,11.6
144,2005-07-01,CA,,0.0,,,51.0,0.0,,24.0,0.0,0.0,0.0,,,0.0,0.0,31.0,2005,7,,0.0,,,55.833333333333336,0.0,,21.5,6.666666666666667,15.833333333333334,7.666666666666667,,,15.166666666666666,0.0,10.166666666666666
145,2005-07-01,CH,,57.0,,0.0,,,,,0.0,,,,0.0,,,,2005,7,,23.0,,16.5,,,,,14.166666666666666,,,,4.666666666666667,,,
146,2005-07-01,CN,,0.0,5.0,0.0,,,,,,,,,,,,,2005,7,,0.0,1.0,0.0,,,,,,,,,,,,
147,2005-07-01,DE,,0.0,0.0,0.0,0.0,28.0,,0.0,0.0,,0.0,,29.0,,0.0,0.0,2005,7,,0.0,27.833333333333332,21.833333333333332,0.0,19.333333333333332,,0.0,8.833333333333334,,0.0,,9.333333333333334,,11.666666666666666,9.666666666666666
148,2005-07-01,GB,0.0,50.0,0.0,0.0,34.0,0.0,,71.0,0.0,21.0,,,34.0,0.0,37.0,0.0,2005,7,0.0,50.333333333333336,0.0,0.0,55.166666666666664,0.0,,58.5,36.0,36.166666666666664,,,34.166666666666664,0.0,31.666666666666668,0.0
149,2005-07-01,JP,,0.0,0.0,48.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2005,7,,0.0,0.0,7.833333333333333,,0.0,,0.0,9.833333333333334,,,,4.5,,,28.833333333333332
150,2005-07-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,7,,18.0,,6.333333333333333,,0.0,,0.0,,0.0,,,16.166666666666668,0.0,16.666666666666668,0.0
151,2005-07-01,US,0.0,64.0,0.0,24.0,44.0,56.0,0.0,73.0,84.0,41.0,0.0,0.0,59.0,0.0,0.0,0.0,2005,7,15.333333333333334,74.0,0.0,28.166666666666668,46.333333333333336,70.16666666666667,0.0,76.33333333333333,74.16666666666667,26.166666666666668,21.333333333333332,38.0,73.16666666666667,17.666666666666668,0.0,0.0
159,2005-08-01,US,0.0,77.0,0.0,33.0,45.0,48.0,0.0,48.0,97.0,0.0,0.0,75.0,59.0,38.0,0.0,0.0,2005,8,13.142857142857142,72.57142857142857,0.0,27.571428571428573,46.0,68.14285714285714,0.0,75.85714285714286,75.57142857142857,28.285714285714285,18.285714285714285,32.57142857142857,71.14285714285714,15.142857142857142,0.0,0.0
158,2005-08-01,KR,,0.0,,100.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,8,,15.428571428571429,,5.428571428571429,,0.0,,0.0,,0.0,,,13.857142857142858,0.0,14.285714285714286,0.0
157,2005-08-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2005,8,,0.0,0.0,13.571428571428571,,0.0,,0.0,8.428571428571429,,,,3.857142857142857,,,24.714285714285715
156,2005-08-01,GB,0.0,22.0,0.0,0.0,48.0,0.0,,57.0,28.0,0.0,,,54.0,0.0,41.0,0.0,2005,8,0.0,50.285714285714285,0.0,0.0,52.142857142857146,0.0,,60.285714285714285,30.857142857142858,34.0,,,34.142857142857146,0.0,32.42857142857143,0.0
155,2005-08-01,DE,,0.0,21.0,0.0,0.0,27.0,,0.0,0.0,,0.0,,0.0,,41.0,0.0,2005,8,,0.0,23.857142857142858,18.714285714285715,0.0,20.571428571428573,,0.0,7.571428571428571,,0.0,,12.142857142857142,,10.0,8.285714285714286
153,2005-08-01,CH,,0.0,,25.0,,,,,0.0,,,,0.0,,,,2005,8,,27.857142857142858,,14.142857142857142,,,,,12.142857142857142,,,,4.0,,,
152,2005-08-01,CA,,0.0,,,60.0,0.0,,21.0,100.0,22.0,0.0,,,0.0,0.0,0.0,2005,8,,0.0,,,55.142857142857146,0.0,,21.857142857142858,5.714285714285714,13.571428571428571,6.571428571428571,,,13.0,0.0,13.142857142857142
154,2005-08-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,8,,0.0,1.5714285714285714,0.0,,,,,,,,,,,,
160,2005-09-01,CA,,0.0,,,54.0,0.0,,42.0,0.0,0.0,76.0,,,0.0,0.0,0.0,2005,9,,0.0,,,55.75,0.0,,21.75,17.5,14.625,5.75,,,11.375,0.0,11.5
161,2005-09-01,CH,,87.0,,33.0,,,,,0.0,,,,0.0,,,,2005,9,,24.375,,15.5,,,,,10.625,,,,3.5,,,
162,2005-09-01,CN,,0.0,6.0,0.0,,,,,,,,,,,,,2005,9,,0.0,1.375,0.0,,,,,,,,,,,,
163,2005-09-01,DE,,0.0,58.0,47.0,0.0,0.0,,0.0,24.0,,0.0,,0.0,,0.0,41.0,2005,9,,0.0,23.5,16.375,0.0,21.375,,0.0,6.625,,0.0,,10.625,,13.875,7.25
164,2005-09-01,GB,0.0,48.0,0.0,0.0,39.0,0.0,,61.0,0.0,27.0,,,46.0,0.0,0.0,0.0,2005,9,0.0,46.75,0.0,0.0,51.625,0.0,,59.875,30.5,29.75,,,36.625,0.0,33.5,0.0
165,2005-09-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,76.0,2005,9,,0.0,0.0,11.875,,0.0,,0.0,7.375,,,,3.375,,,21.625
166,2005-09-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,9,,13.5,,17.25,,0.0,,0.0,,0.0,,,12.125,0.0,12.5,0.0
167,2005-09-01,US,33.0,55.0,0.0,0.0,36.0,51.0,0.0,54.0,70.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,2005,9,11.5,73.125,0.0,28.25,45.875,65.625,0.0,72.375,78.25,24.75,16.0,37.875,69.625,18.0,0.0,0.0
173,2005-10-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2005,10,,0.0,0.0,10.555555555555555,,0.0,,0.0,6.555555555555555,,,,3.0,,,27.666666666666668
174,2005-10-01,KR,,100.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2005,10,,12.0,,15.333333333333334,,0.0,,0.0,,0.0,,,10.777777777777779,0.0,11.11111111111111,0.0
172,2005-10-01,GB,0.0,39.0,0.0,0.0,60.0,0.0,,53.0,48.0,0.0,,,0.0,0.0,0.0,0.0,2005,10,0.0,46.888888888888886,0.0,0.0,50.22222222222222,0.0,,60.0,27.11111111111111,29.444444444444443,,,37.666666666666664,0.0,29.77777777777778,0.0
175,2005-10-01,US,0.0,69.0,0.0,9.0,33.0,52.0,0.0,76.0,73.0,23.0,100.0,0.0,58.0,16.0,0.0,0.0,2005,10,13.88888888888889,71.11111111111111,0.0,25.11111111111111,44.77777777777778,64.0,0.0,70.33333333333333,77.33333333333333,22.0,14.222222222222221,33.666666666666664,68.22222222222223,16.0,0.0,0.0
170,2005-10-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,10,,0.0,1.8888888888888888,0.0,,,,,,,,,,,,
168,2005-10-01,CA,,0.0,,,43.0,0.0,,18.0,0.0,0.0,0.0,,,0.0,0.0,31.0,2005,10,,0.0,,,55.55555555555556,0.0,,24.0,15.555555555555555,13.0,13.555555555555555,,,10.11111111111111,0.0,10.222222222222221
171,2005-10-01,DE,,0.0,21.0,0.0,0.0,20.0,,0.0,46.0,,0.0,,0.0,,0.0,0.0,2005,10,,0.0,27.333333333333332,19.77777777777778,0.0,19.0,,0.0,8.555555555555555,,0.0,,9.444444444444445,,12.333333333333334,11.0
169,2005-10-01,CH,,35.0,,0.0,,,,,0.0,,,,0.0,,,,2005,10,,31.333333333333332,,17.444444444444443,,,,,9.444444444444445,,,,3.111111111111111,,,
176,2005-11-01,CA,,0.0,,,50.0,0.0,,31.0,100.0,0.0,52.0,,,0.0,0.0,0.0,2005,11,,0.0,,,54.3,0.0,,23.4,14.0,11.7,12.2,,,9.1,0.0,12.3
177,2005-11-01,CH,,0.0,,0.0,,,,,0.0,,,,17.0,,,,2005,11,,31.7,,15.7,,,,,8.5,,,,2.8,,,
178,2005-11-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,11,,0.0,1.7,0.0,,,,,,,,,,,,
179,2005-11-01,DE,,0.0,46.0,23.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,2005,11,,0.0,26.7,17.8,0.0,19.1,,0.0,12.3,,0.0,,8.5,,11.1,9.9
180,2005-11-01,GB,0.0,62.0,0.0,0.0,40.0,0.0,,70.0,45.0,0.0,,,49.0,0.0,0.0,0.0,2005,11,0.0,46.1,0.0,0.0,51.2,0.0,,59.3,29.2,26.5,,,33.9,0.0,26.8,0.0
181,2005-11-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2005,11,,0.0,0.0,9.5,,0.0,,0.0,5.9,,,,2.7,,,24.9
182,2005-11-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,38.0,0.0,0.0,0.0,2005,11,,20.8,,13.8,,0.0,,0.0,,0.0,,,9.7,0.0,10.0,0.0
183,2005-11-01,US,0.0,57.0,0.0,28.0,31.0,67.0,0.0,47.0,57.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2005,11,12.5,70.9,0.0,23.5,43.6,62.8,0.0,70.9,76.9,22.1,22.8,30.3,67.2,16.0,0.0,0.0
189,2005-12-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,30.0,,,0.0,2005,12,,0.0,0.0,8.636363636363637,,0.0,,0.0,5.363636363636363,,,,2.4545454545454546,,,22.636363636363637
191,2005-12-01,US,48.0,56.0,0.0,14.0,25.0,53.0,0.0,66.0,62.0,29.0,0.0,0.0,60.0,0.0,0.0,0.0,2005,12,11.363636363636363,69.63636363636364,0.0,23.90909090909091,42.45454545454545,63.18181818181818,0.0,68.72727272727273,75.0909090909091,20.09090909090909,20.727272727272727,27.545454545454547,66.9090909090909,14.545454545454545,0.0,0.0
190,2005-12-01,KR,,0.0,,0.0,,86.0,,0.0,,0.0,,,42.0,0.0,0.0,0.0,2005,12,,18.90909090909091,,12.545454545454545,,0.0,,0.0,,0.0,,,12.272727272727273,0.0,9.090909090909092,0.0
188,2005-12-01,GB,0.0,42.0,0.0,0.0,34.0,0.0,,42.0,33.0,0.0,,,19.0,0.0,0.0,0.0,2005,12,0.0,47.54545454545455,0.0,0.0,50.18181818181818,0.0,,60.27272727272727,30.636363636363637,24.09090909090909,,,35.27272727272727,0.0,24.363636363636363,0.0
187,2005-12-01,DE,,0.0,52.0,0.0,0.0,23.0,,0.0,18.0,,0.0,,0.0,,0.0,0.0,2005,12,,0.0,28.454545454545453,18.272727272727273,0.0,17.363636363636363,,0.0,11.181818181818182,,0.0,,7.7272727272727275,,10.090909090909092,9.0
186,2005-12-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2005,12,,0.0,1.5454545454545454,0.0,,,,,,,,,,,,
185,2005-12-01,CH,,42.0,,0.0,,,,,0.0,,,,26.0,,,,2005,12,,28.818181818181817,,14.272727272727273,,,,,7.7272727272727275,,,,4.090909090909091,,,
184,2005-12-01,CA,,0.0,,,30.0,0.0,,15.0,0.0,26.0,0.0,,,0.0,0.0,0.0,2005,12,,0.0,,,53.90909090909091,0.0,,24.09090909090909,21.818181818181817,10.636363636363637,15.818181818181818,,,8.272727272727273,0.0,11.181818181818182
192,2006-01-01,CA,,0.0,,,37.0,0.0,,0.0,62.0,17.0,0.0,,,0.0,0.0,29.0,2006,1,,,,,,,,,,,,,,,,
193,2006-01-01,CH,,39.0,,0.0,,,,,100.0,,,,0.0,,,,2006,1,,,,,,,,,,,,,,,,
194,2006-01-01,CN,,0.0,16.0,0.0,,,,,,,,,,,,,2006,1,,,,,,,,,,,,,,,,
195,2006-01-01,DE,,0.0,97.0,0.0,0.0,0.0,,0.0,21.0,,0.0,,14.0,,49.0,40.0,2006,1,,,,,,,,,,,,,,,,
196,2006-01-01,GB,0.0,44.0,0.0,0.0,50.0,0.0,,57.0,23.0,40.0,,,0.0,0.0,0.0,0.0,2006,1,,,,,,,,,,,,,,,,
197,2006-01-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2006,1,,,,,,,,,,,,,,,,
198,2006-01-01,KR,,67.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2006,1,,,,,,,,,,,,,,,,
199,2006-01-01,US,0.0,58.0,0.0,16.0,36.0,47.0,0.0,66.0,86.0,19.0,63.0,59.0,61.0,24.0,0.0,0.0,2006,1,,,,,,,,,,,,,,,,
206,2006-02-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,24.0,0.0,2006,2,,67.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0
205,2006-02-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,52.0,,,0.0,2006,2,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0
204,2006-02-01,GB,0.0,40.0,0.0,0.0,58.0,0.0,,65.0,0.0,24.0,,,27.0,0.0,0.0,0.0,2006,2,0.0,44.0,0.0,0.0,50.0,0.0,,57.0,23.0,40.0,,,0.0,0.0,0.0,0.0
207,2006-02-01,US,0.0,67.0,0.0,31.0,35.0,55.0,0.0,64.0,74.0,22.0,0.0,0.0,62.0,52.0,0.0,0.0,2006,2,0.0,58.0,0.0,16.0,36.0,47.0,0.0,66.0,86.0,19.0,63.0,59.0,61.0,24.0,0.0,0.0
203,2006-02-01,DE,,0.0,29.0,0.0,0.0,0.0,,0.0,13.0,,0.0,,0.0,,0.0,0.0,2006,2,,0.0,97.0,0.0,0.0,0.0,,0.0,21.0,,0.0,,14.0,,49.0,40.0
201,2006-02-01,CH,,0.0,,0.0,,,,,75.0,,,,0.0,,,,2006,2,,39.0,,0.0,,,,,100.0,,,,0.0,,,
200,2006-02-01,CA,,0.0,,,53.0,0.0,,26.0,47.0,0.0,39.0,,,0.0,0.0,0.0,2006,2,,0.0,,,37.0,0.0,,0.0,62.0,17.0,0.0,,,0.0,0.0,29.0
202,2006-02-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2006,2,,0.0,16.0,0.0,,,,,,,,,,,,
208,2006-03-01,CA,,0.0,,,54.0,0.0,,68.0,67.0,0.0,75.0,,,20.0,0.0,65.0,2006,3,,0.0,,,45.0,0.0,,13.0,54.5,8.5,19.5,,,0.0,0.0,14.5
209,2006-03-01,CH,,0.0,,0.0,,,,,68.0,,,,0.0,,,,2006,3,,19.5,,0.0,,,,,87.5,,,,0.0,,,
210,2006-03-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2006,3,,0.0,8.0,0.0,,,,,,,,,,,,
211,2006-03-01,DE,,0.0,28.0,0.0,0.0,0.0,,0.0,15.0,,0.0,,0.0,,0.0,69.0,2006,3,,0.0,63.0,0.0,0.0,0.0,,0.0,17.0,,0.0,,7.0,,24.5,20.0
212,2006-03-01,GB,0.0,54.0,0.0,0.0,53.0,0.0,,58.0,26.0,0.0,,,53.0,0.0,0.0,0.0,2006,3,0.0,42.0,0.0,0.0,54.0,0.0,,61.0,11.5,32.0,,,13.5,0.0,0.0,0.0
213,2006-03-01,JP,,0.0,0.0,0.0,,0.0,,0.0,21.0,,,,0.0,,,0.0,2006,3,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,26.0,,,0.0
214,2006-03-01,KR,,44.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,17.0,0.0,2006,3,,33.5,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,12.0,0.0
215,2006-03-01,US,22.0,66.0,0.0,14.0,37.0,51.0,0.0,71.0,72.0,37.0,0.0,0.0,57.0,0.0,0.0,0.0,2006,3,0.0,62.5,0.0,23.5,35.5,51.0,0.0,65.0,80.0,20.5,31.5,29.5,61.5,38.0,0.0,0.0
223,2006-04-01,US,0.0,59.0,0.0,17.0,30.0,59.0,0.0,78.0,74.0,27.0,0.0,0.0,55.0,0.0,0.0,0.0,2006,4,7.333333333333333,63.666666666666664,0.0,20.333333333333332,36.0,51.0,0.0,67.0,77.33333333333333,26.0,21.0,19.666666666666668,60.0,25.333333333333332,0.0,0.0
222,2006-04-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,100.0,0.0,0.0,0.0,2006,4,,37.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,13.666666666666666,0.0
221,2006-04-01,JP,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2006,4,,0.0,0.0,0.0,,0.0,,0.0,7.0,,,,17.333333333333332,,,0.0
220,2006-04-01,GB,0.0,53.0,0.0,0.0,56.0,0.0,,45.0,20.0,15.0,,,72.0,0.0,0.0,0.0,2006,4,0.0,46.0,0.0,0.0,53.666666666666664,0.0,,60.0,16.333333333333332,21.333333333333332,,,26.666666666666668,0.0,0.0,0.0
218,2006-04-01,CN,,0.0,8.0,0.0,,,,,,,,,,,,,2006,4,,0.0,5.333333333333333,0.0,,,,,,,,,,,,
217,2006-04-01,CH,,0.0,,31.0,,,,,0.0,,,,0.0,,,,2006,4,,13.0,,0.0,,,,,81.0,,,,0.0,,,
216,2006-04-01,CA,,0.0,,,47.0,0.0,,26.0,0.0,18.0,0.0,,,0.0,0.0,0.0,2006,4,,0.0,,,48.0,0.0,,31.333333333333332,58.666666666666664,5.666666666666667,38.0,,,6.666666666666667,0.0,31.333333333333332
219,2006-04-01,DE,,0.0,26.0,33.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,100.0,2006,4,,0.0,51.333333333333336,0.0,0.0,0.0,,0.0,16.333333333333332,,0.0,,4.666666666666667,,16.333333333333332,36.333333333333336
224,2006-05-01,CA,,0.0,,,36.0,0.0,,18.0,26.0,0.0,0.0,,,0.0,0.0,0.0,2006,5,,0.0,,,47.75,0.0,,30.0,44.0,8.75,28.5,,,5.0,0.0,23.5
225,2006-05-01,CH,,0.0,,0.0,,,,,0.0,,,,45.0,,,,2006,5,,9.75,,7.75,,,,,60.75,,,,0.0,,,
226,2006-05-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2006,5,,0.0,6.0,0.0,,,,,,,,,,,,
227,2006-05-01,DE,,0.0,15.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,19.0,,0.0,0.0,2006,5,,0.0,45.0,8.25,0.0,0.0,,0.0,12.25,,0.0,,3.5,,12.25,52.25
228,2006-05-01,GB,0.0,64.0,0.0,0.0,28.0,0.0,,57.0,26.0,0.0,,,60.0,0.0,0.0,0.0,2006,5,0.0,47.75,0.0,0.0,54.25,0.0,,56.25,17.25,19.75,,,38.0,0.0,0.0,0.0
229,2006-05-01,JP,,0.0,0.0,0.0,,0.0,,0.0,36.0,,,,0.0,,,0.0,2006,5,,0.0,0.0,0.0,,0.0,,0.0,5.25,,,,13.0,,,0.0
230,2006-05-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2006,5,,27.75,,0.0,,0.0,,0.0,,0.0,,,25.0,0.0,10.25,0.0
231,2006-05-01,US,0.0,57.0,0.0,14.0,33.0,62.0,0.0,59.0,75.0,7.0,0.0,69.0,55.0,82.0,0.0,0.0,2006,5,5.5,62.5,0.0,19.5,34.5,53.0,0.0,69.75,76.5,26.25,15.75,14.75,58.75,19.0,0.0,0.0
237,2006-06-01,JP,,0.0,0.0,25.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,2006,6,,0.0,0.0,0.0,,0.0,,0.0,11.4,,,,10.4,,,0.0
239,2006-06-01,US,0.0,62.0,0.0,16.0,33.0,49.0,0.0,75.0,68.0,33.0,34.0,0.0,43.0,0.0,0.0,0.0,2006,6,4.4,61.4,0.0,18.4,34.2,54.8,0.0,67.6,76.2,22.4,12.6,25.6,58.0,31.6,0.0,0.0
238,2006-06-01,KR,,34.0,,0.0,,78.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2006,6,,22.2,,0.0,,0.0,,0.0,,0.0,,,20.0,0.0,8.2,0.0
236,2006-06-01,GB,0.0,33.0,0.0,0.0,36.0,0.0,,60.0,36.0,0.0,,,38.0,0.0,0.0,0.0,2006,6,0.0,51.0,0.0,0.0,49.0,0.0,,56.4,19.0,15.8,,,42.4,0.0,0.0,0.0
233,2006-06-01,CH,,30.0,,0.0,,,,,0.0,,,,0.0,,,,2006,6,,7.8,,6.2,,,,,48.6,,,,9.0,,,
234,2006-06-01,CN,,0.0,11.0,0.0,,,,,,,,,,,,,2006,6,,0.0,4.8,0.0,,,,,,,,,,,,
235,2006-06-01,DE,,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,,0.0,,11.0,,0.0,0.0,2006,6,,0.0,39.0,6.6,0.0,0.0,,0.0,9.8,,0.0,,6.6,,9.8,41.8
232,2006-06-01,CA,,0.0,,,30.0,0.0,,23.0,84.0,0.0,42.0,,,0.0,0.0,0.0,2006,6,,0.0,,,45.4,0.0,,27.6,40.4,7.0,22.8,,,4.0,0.0,18.8
240,2006-07-01,CA,,0.0,,,32.0,0.0,,0.0,38.0,0.0,0.0,,,0.0,0.0,0.0,2006,7,,0.0,,,42.833333333333336,0.0,,26.833333333333332,47.666666666666664,5.833333333333333,26.0,,,3.3333333333333335,0.0,15.666666666666666
241,2006-07-01,CH,,93.0,,21.0,,,,,35.0,,,,0.0,,,,2006,7,,11.5,,5.166666666666667,,,,,40.5,,,,7.5,,,
242,2006-07-01,CN,,0.0,9.0,0.0,,,,,,,,,,,,,2006,7,,0.0,5.833333333333333,0.0,,,,,,,,,,,,
243,2006-07-01,DE,,0.0,12.0,23.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,47.0,0.0,2006,7,,0.0,32.5,5.5,0.0,0.0,,0.0,10.0,,0.0,,7.333333333333333,,8.166666666666666,34.833333333333336
