date,US_Expense,US_Business,US_Cost,US_Tax,US_Investment,US_Credit,US_Technology,US_Economy,US_Innovation,US_Income,US_Salary,US_Manufacturing,US_Loan,US_Investor,US_Business_loan,US_Investment_fund,US_Investment_banking,US_Tax_credit,US_Research_&_Experimentation_Tax_Credit,US_Stock,US_Small_Business_Innovation_Research,US_Income_statement,US_Budget,US_Education,US_Medicine,US_Scholarship,US_Collaboration,US_Data,US_Health,US_Disease,US_Job,US_Career,US_Laboratory,US_Wage,US_Tax_deduction,US_Tax_report,US_Research_and_Development_Tax_Credit,US_Tax_incentive,US_Innovation_management,US_Entrepreneurship,US_Patent,US_Trademark,US_Patent_application,US_Law,US_Patent_office,US_Invention,US_Law_firm,US_Trademark_attorney,US_Patent_infringement,US_Capitalization,US_Energy,US_Business_model,US_Subsidy,US_Sustainability,US_Semiconductor,US_Investment_management,US_Employment,CN_Expense,CN_Business,CN_Cost,CN_Tax,CN_Investment,CN_Credit,CN_Technology,CN_Economy,CN_Innovation,CN_Income,CN_Salary,CN_Manufacturing,CN_Loan,CN_Investor,CN_Business_loan,CN_Investment_fund,CN_Investment_banking,CN_Tax_credit,CN_Stock,CN_Small_Business_Innovation_Research,CN_Income_statement,CN_Budget,CN_Education,CN_Medicine,CN_Scholarship,CN_Collaboration,CN_Data,CN_Health,CN_Disease,CN_Job,CN_Career,CN_Laboratory,CN_Wage,CN_Tax_deduction,CN_Tax_report,CN_Tax_incentive,CN_Innovation_management,CN_Entrepreneurship,CN_Patent,CN_Trademark,CN_Patent_application,CN_Law,CN_Patent_office,CN_Invention,CN_Law_firm,CN_Patent_infringement,CN_Capitalization,CN_Energy,CN_Business_model,CN_Subsidy,CN_Sustainability,CN_Semiconductor,CN_Investment_management,CN_Employment,JP_Expense,JP_Business,JP_Cost,JP_Tax,JP_Investment,JP_Credit,JP_Technology,JP_Economy,JP_Innovation,JP_Income,JP_Salary,JP_Manufacturing,JP_Loan,JP_Investor,JP_Business_loan,JP_Investment_fund,JP_Investment_banking,JP_Tax_credit,JP_Stock,JP_Small_Business_Innovation_Research,JP_Income_statement,JP_Budget,JP_Education,JP_Medicine,JP_Scholarship,JP_Collaboration,JP_Data,JP_Health,JP_Disease,JP_Job,JP_Career,JP_Laboratory,JP_Wage,JP_Tax_deduction,JP_Tax_report,JP_Tax_incentive,JP_Innovation_management,JP_Entrepreneurship,JP_Patent,JP_Trademark,JP_Patent_application,JP_Law,JP_Patent_office,JP_Invention,JP_Law_firm,JP_Trademark_attorney,JP_Patent_infringement,JP_Capitalization,JP_Energy,JP_Business_model,JP_Subsidy,JP_Sustainability,JP_Semiconductor,JP_Investment_management,JP_Employment,DE_Expense,DE_Business,DE_Cost,DE_Tax,DE_Investment,DE_Credit,DE_Technology,DE_Economy,DE_Innovation,DE_Income,DE_Salary,DE_Manufacturing,DE_Loan,DE_Investor,DE_Business_loan,DE_Investment_fund,DE_Investment_banking,DE_Tax_credit,DE_Research_&_Experimentation_Tax_Credit,DE_Stock,DE_Small_Business_Innovation_Research,DE_Income_statement,DE_Budget,DE_Medicine,DE_Scholarship,DE_Collaboration,DE_Data,DE_Health,DE_Disease,DE_Job,DE_Career,DE_Laboratory,DE_Wage,DE_Tax_deduction,DE_Tax_report,DE_Research_and_Development_Tax_Credit,DE_Tax_incentive,DE_Innovation_management,DE_Entrepreneurship,DE_Patent,DE_Trademark,DE_Patent_application,DE_Law,DE_Patent_office,DE_Invention,DE_Law_firm,DE_Trademark_attorney,DE_Patent_infringement,DE_Capitalization,DE_Energy,DE_Business_model,DE_Subsidy,DE_Sustainability,DE_Semiconductor,DE_Investment_management,DE_Employment,KR_Expense,KR_Business,KR_Cost,KR_Tax,KR_Investment,KR_Credit,KR_Technology,KR_Economy,KR_Innovation,KR_Income,KR_Salary,KR_Manufacturing,KR_Loan,KR_Investor,KR_Business_loan,KR_Investment_fund,KR_Investment_banking,KR_Tax_credit,KR_Research_&_Experimentation_Tax_Credit,KR_Stock,KR_Small_Business_Innovation_Research,KR_Income_statement,KR_Budget,KR_Education,KR_Medicine,KR_Scholarship,KR_Collaboration,KR_Data,KR_Health,KR_Disease,KR_Job,KR_Career,KR_Laboratory,KR_Wage,KR_Tax_deduction,KR_Tax_report,KR_Research_and_Development_Tax_Credit,KR_Tax_incentive,KR_Innovation_management,KR_Entrepreneurship,KR_Patent,KR_Trademark,KR_Patent_application,KR_Law,KR_Patent_office,KR_Invention,KR_Law_firm,KR_Trademark_attorney,KR_Patent_infringement,KR_Capitalization,KR_Energy,KR_Business_model,KR_Subsidy,KR_Sustainability,KR_Semiconductor,KR_Investment_management,KR_Employment,CA_Expense,CA_Business,CA_Cost,CA_Tax,CA_Investment,CA_Credit,CA_Technology,CA_Economy,CA_Innovation,CA_Income,CA_Salary,CA_Manufacturing,CA_Loan,CA_Investor,CA_Business_loan,CA_Investment_fund,CA_Investment_banking,CA_Tax_credit,CA_Research_&_Experimentation_Tax_Credit,CA_Stock,CA_Small_Business_Innovation_Research,CA_Income_statement,CA_Budget,CA_Education,CA_Medicine,CA_Scholarship,CA_Collaboration,CA_Data,CA_Health,CA_Disease,CA_Job,CA_Career,CA_Laboratory,CA_Wage,CA_Tax_deduction,CA_Tax_report,CA_Research_and_Development_Tax_Credit,CA_Tax_incentive,CA_Innovation_management,CA_Entrepreneurship,CA_Patent,CA_Trademark,CA_Patent_application,CA_Law,CA_Patent_office,CA_Invention,CA_Law_firm,CA_Trademark_attorney,CA_Patent_infringement,CA_Capitalization,CA_Energy,CA_Business_model,CA_Subsidy,CA_Sustainability,CA_Semiconductor,CA_Investment_management,CA_Employment,CH_Expense,CH_Business,CH_Cost,CH_Tax,CH_Investment,CH_Credit,CH_Technology,CH_Economy,CH_Innovation,CH_Income,CH_Salary,CH_Manufacturing,CH_Loan,CH_Investor,CH_Business_loan,CH_Investment_fund,CH_Investment_banking,CH_Tax_credit,CH_Stock,CH_Income_statement,CH_Budget,CH_Education,CH_Medicine,CH_Scholarship,CH_Collaboration,CH_Data,CH_Health,CH_Disease,CH_Job,CH_Career,CH_Laboratory,CH_Wage,CH_Tax_deduction,CH_Tax_report,CH_Innovation_management,CH_Entrepreneurship,CH_Patent,CH_Trademark,CH_Patent_application,CH_Law,CH_Patent_office,CH_Invention,CH_Law_firm,CH_Trademark_attorney,CH_Patent_infringement,CH_Capitalization,CH_Energy,CH_Business_model,CH_Subsidy,CH_Sustainability,CH_Semiconductor,CH_Investment_management,CH_Employment,GB_Expense,GB_Business,GB_Cost,GB_Tax,GB_Investment,GB_Credit,GB_Technology,GB_Economy,GB_Innovation,GB_Income,GB_Salary,GB_Manufacturing,GB_Loan,GB_Investor,GB_Business_loan,GB_Investment_fund,GB_Investment_banking,GB_Tax_credit,GB_Research_&_Experimentation_Tax_Credit,GB_Stock,GB_Small_Business_Innovation_Research,GB_Income_statement,GB_Budget,GB_Education,GB_Medicine,GB_Scholarship,GB_Collaboration,GB_Data,GB_Health,GB_Disease,GB_Job,GB_Career,GB_Laboratory,GB_Wage,GB_Tax_deduction,GB_Tax_report,GB_Research_and_Development_Tax_Credit,GB_Tax_incentive,GB_Innovation_management,GB_Entrepreneurship,GB_Patent,GB_Trademark,GB_Patent_application,GB_Patent_office,GB_Trademark_attorney,GB_Patent_infringement,GB_Capitalization,GB_Energy,GB_Business_model,GB_Subsidy,GB_Sustainability,GB_Investment_management,GB_Employment
2008-08-01,34,67,36,35,62,61,47,38,69,33,37,46,30,67,41,52,52,6,19,11,47,37,52,60,64,51,42,67,0,65,80,65,69,57,18,8,0,18,38,18,62,58,54,75,25,22,81,57,45,26,57,51,59,52,26,55,75,11,11,49,34,81,21,4,10,3,33,50,51,29,16,0,3,26,2,27,2,19,51,8,35,11,10,18,5,28,7,7,18,2,1,2,0,4,18,37,47,38,59,42,30,43,9,25,10,9,23,8,23,0,9,75,12,43,44,58,31,61,63,22,13,42,29,56,59,0,8,47,24,44,0,0,63,16,67,24,7,13,16,27,10,48,48,23,0,4,50,0,35,65,64,36,72,41,77,74,0,19,39,66,43,17,18,50,60,43,65,80,27,56,63,75,51,0,58,45,31,0,2,64,0,37,40,22,0,10,3,33,49,0,58,47,61,34,40,0,30,23,38,32,17,14,0,0,42,56,23,35,63,31,0,46,0,11,39,75,31,22,17,26,48,41,29,0,0,0,75,42,68,55,19,53,40,59,30,39,0,0,34,7,0,16,0,23,53,51,65,11,34,50,46,59,77,42,49,61,0,0,0,0,0,10,56,10,24,18,28,38,36,0,15,14,65,14,18,35,38,0,45,19,61,31,22,39,50,36,26,56,30,24,38,23,61,12,45,45,11,0,5,13,22,31,46,51,52,36,48,52,51,66,56,43,34,26,8,33,0,0,17,41,53,15,55,15,16,53,10,25,20,62,27,13,39,15,60,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,60,29,42,56,0,44,46,57,45,22,32,37,41,21,55,45,31,0,15,20,0,21,44,55,47,30,45,0,43,75,72,50,34,27,15,13,11,11,24,40,52,29,20,22,12,18,33,25,32,51,37,0
2008-09-01,38,66,35,33,74,56,53,80,72,37,38,47,28,75,37,75,94,6,44,19,40,46,61,66,65,56,42,63,0,62,85,68,83,57,22,9,0,17,54,25,61,54,59,76,25,39,71,43,40,31,74,62,51,63,27,58,70,12,14,54,35,86,25,5,13,3,38,54,46,44,17,0,4,58,5,32,1,19,56,10,38,25,10,21,6,30,8,8,21,2,1,1,0,2,30,40,54,36,58,53,30,46,10,24,11,11,30,11,25,0,11,73,12,45,40,62,31,66,79,20,14,48,31,62,54,0,9,88,26,43,10,0,74,16,62,31,6,13,17,30,10,48,50,24,0,4,12,0,36,66,64,39,71,55,68,82,0,7,23,64,51,18,18,51,52,48,67,79,27,52,74,72,57,0,58,43,29,0,2,57,0,41,100,25,0,12,0,36,52,0,58,53,64,39,42,0,31,26,35,40,19,0,11,0,49,57,21,24,67,27,0,46,0,9,50,78,37,23,17,35,47,43,35,0,0,0,86,40,66,77,41,50,46,58,24,45,0,0,99,0,0,22,0,27,42,53,69,18,23,60,47,64,71,41,62,52,41,20,0,13,6,15,62,5,37,18,51,42,37,0,0,14,75,39,6,46,48,28,45,23,68,33,23,49,50,50,52,63,39,28,37,20,73,7,52,100,13,15,7,7,43,31,60,55,58,45,48,60,60,71,65,57,36,28,8,0,22,0,28,46,57,23,63,17,31,54,6,0,33,78,51,14,53,21,61,91,0,75,29,32,84,85,58,67,51,49,30,57,40,46,15,79,90,12,13,63,0,72,59,94,32,32,30,47,68,51,31,52,9,27,21,29,73,29,7,83,37,42,85,0,28,43,74,32,30,30,44,51,51,22,70,28,46,65,0,52,74,61,52,26,36,36,51,18,64,65,38,14,25,12,0,22,61,58,55,31,50,0,52,78,85,67,41,28,19,0,0,6,28,45,48,32,21,14,22,22,45,40,29,60,37,0
2008-10-01,44,71,39,43,77,53,52,100,77,46,39,46,25,76,33,88,57,10,62,28,37,49,61,69,67,65,46,70,0,70,82,68,81,58,29,12,0,20,48,26,71,54,52,77,25,39,75,35,47,34,89,67,54,73,28,57,73,12,15,57,38,94,27,5,18,4,40,53,55,49,16,0,3,39,5,30,1,23,58,11,38,34,14,24,7,30,8,12,21,2,1,2,0,6,27,42,47,48,42,57,29,46,4,25,12,12,29,14,24,0,10,85,13,47,44,75,38,71,100,21,13,53,32,81,71,0,9,79,37,43,0,0,79,17,68,35,7,16,17,31,10,49,52,25,0,6,61,15,35,66,69,39,79,18,74,84,0,9,0,68,47,21,24,57,44,50,73,81,26,55,90,82,57,0,61,45,28,0,2,67,0,60,63,31,24,17,3,35,56,0,61,53,58,36,39,0,31,25,34,43,18,29,0,0,54,57,24,27,70,29,0,42,0,41,37,84,34,21,20,31,54,44,38,0,0,0,87,41,63,90,67,45,56,57,26,27,0,0,54,5,0,28,0,25,79,59,66,14,42,64,46,70,81,43,54,61,34,13,0,0,0,34,63,13,13,17,27,44,27,0,21,26,80,29,20,48,52,26,43,25,72,37,24,59,52,49,100,72,47,30,39,18,97,13,76,55,14,18,13,8,45,34,59,59,62,51,52,68,67,66,68,63,39,31,8,0,25,36,32,53,62,27,76,22,34,55,15,16,32,97,38,13,70,18,72,87,0,80,30,31,78,90,62,71,61,44,28,63,45,63,0,93,66,0,17,55,0,62,61,56,32,32,33,52,69,52,33,44,15,15,22,43,65,28,10,75,31,27,76,0,0,13,75,29,15,37,38,61,52,23,70,28,40,66,0,50,87,62,49,23,35,29,53,15,74,45,26,11,30,0,0,23,53,57,55,31,55,0,52,71,78,71,40,26,27,5,10,15,30,41,51,20,21,35,0,30,47,39,32,68,40,0
2008-11-01,41,66,37,32,60,50,48,79,70,37,43,44,23,67,28,54,48,7,46,21,43,46,56,61,58,63,44,64,0,67,78,63,70,55,22,8,0,18,37,24,61,58,50,73,26,38,65,19,45,31,73,61,50,67,26,51,67,15,21,63,66,69,28,5,20,5,39,62,48,100,16,0,3,28,5,33,0,22,57,15,48,21,15,26,8,30,8,9,21,2,2,0,0,5,16,44,46,39,43,51,24,48,11,27,12,13,30,15,24,0,13,82,13,46,42,63,34,67,83,20,14,57,28,79,59,0,7,64,41,41,8,0,70,18,63,34,6,16,18,29,10,47,48,23,0,18,18,16,35,63,55,44,75,36,63,74,9,8,22,69,44,19,22,53,37,48,77,82,27,61,73,71,59,0,63,46,27,0,2,61,0,41,48,29,0,14,0,43,57,0,64,54,61,37,44,0,31,24,36,40,16,0,0,0,53,58,20,32,73,27,0,43,0,0,49,89,32,27,22,31,35,43,34,0,0,0,73,42,66,90,53,54,47,68,25,31,0,0,25,5,0,25,0,17,69,61,63,18,49,67,54,82,81,35,42,49,0,25,0,0,0,28,67,29,12,17,36,57,21,0,0,11,74,30,30,45,50,19,45,23,63,36,20,41,41,46,80,61,33,27,36,15,73,8,49,39,12,0,8,7,45,30,53,50,50,43,49,58,67,62,61,53,35,26,7,22,23,12,25,45,49,11,67,13,33,49,6,23,30,85,32,11,58,17,57,77,0,80,32,35,82,83,58,73,62,49,35,58,47,41,0,75,50,52,14,30,0,65,58,56,40,32,30,51,61,52,35,51,12,3,0,29,65,25,0,78,28,37,68,0,23,38,96,24,22,30,25,42,48,23,69,30,37,59,0,50,87,66,51,23,35,30,64,22,55,40,25,8,20,0,0,38,58,58,63,41,53,0,53,64,78,63,33,28,13,0,10,26,38,43,45,21,21,8,22,28,47,42,34,70,35,0
2008-12-01,38,61,37,34,51,57,47,70,68,37,38,39,27,64,30,59,42,8,17,17,39,41,57,52,64,60,39,62,0,62,75,57,64,59,33,12,20,16,42,21,57,53,51,70,25,33,66,43,38,30,63,60,47,58,24,54,68,16,15,59,82,62,32,5,24,5,43,90,51,72,17,1,4,30,5,36,0,25,65,13,51,18,14,34,7,29,9,11,22,3,2,3,0,4,20,42,50,40,48,51,25,54,8,29,13,12,37,19,26,0,14,74,11,44,45,56,37,58,79,21,13,54,28,71,54,0,7,63,48,42,0,0,75,15,56,30,6,14,15,27,9,43,43,24,0,12,37,0,32,63,55,39,67,22,48,81,0,7,23,62,47,19,15,56,54,65,59,63,22,51,54,59,41,0,46,37,24,0,2,47,0,37,26,18,0,11,0,31,47,0,47,46,56,29,33,0,24,19,31,37,20,0,9,0,37,48,19,17,52,24,0,32,11,8,36,69,21,20,16,24,34,36,33,0,0,0,70,39,57,73,68,44,47,47,22,27,0,0,32,7,0,21,7,32,68,56,55,13,21,58,51,60,76,31,49,53,22,17,0,0,0,0,68,11,23,16,0,36,25,0,15,16,63,30,19,38,42,65,45,18,55,28,20,36,45,39,57,49,29,26,29,14,62,10,43,34,17,0,7,0,27,26,40,42,42,32,45,42,53,51,49,38,32,28,8,0,15,0,19,45,48,27,52,14,25,45,11,31,22,66,28,9,44,16,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,56,29,32,50,0,44,62,56,43,19,27,27,48,19,51,28,24,8,18,0,0,20,47,50,50,32,48,0,46,56,53,52,28,26,17,9,6,7,21,39,43,24,18,11,15,23,34,39,34,57,34,0
2009-01-01,45,70,38,60,58,59,49,66,66,55,41,46,29,65,32,50,43,17,36,15,34,41,63,61,68,87,40,60,0,65,93,69,69,64,59,48,0,19,41,22,64,54,60,68,24,39,72,41,49,33,64,65,45,55,25,51,84,12,10,52,57,50,23,4,14,3,33,63,31,53,14,0,2,22,5,23,0,28,50,9,33,12,8,25,6,24,8,6,18,2,2,5,0,2,17,33,40,36,30,40,17,42,5,22,12,10,31,9,17,0,10,88,12,54,51,54,34,62,87,30,16,69,31,81,51,0,7,55,58,48,10,0,88,17,65,46,7,16,16,27,12,49,50,27,0,31,26,9,36,69,63,60,74,26,58,83,7,18,35,70,52,25,19,62,36,82,69,72,29,90,63,82,56,0,62,48,34,0,2,53,0,31,41,51,0,12,0,50,53,0,64,49,63,38,38,0,32,23,42,46,30,0,4,0,37,56,21,35,62,27,0,45,19,0,56,79,32,25,18,33,44,64,37,0,0,0,61,46,59,64,63,42,57,46,22,58,0,0,16,0,0,18,6,8,44,49,62,11,34,48,45,64,88,41,43,67,28,46,0,0,0,26,66,12,41,15,14,32,24,0,0,11,59,52,11,42,37,36,59,22,63,32,30,40,51,43,57,58,44,31,32,17,62,9,42,45,28,0,7,0,47,80,52,52,54,37,47,57,64,72,65,47,40,44,15,0,11,22,22,42,49,26,62,21,32,57,6,15,23,80,37,12,54,18,53,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,69,31,52,55,0,51,73,59,53,27,37,35,50,24,53,31,67,13,23,0,0,24,55,59,60,36,50,0,52,80,75,58,35,34,58,6,12,10,23,39,45,16,19,35,7,26,41,37,37,61,33,0
2009-02-01,57,75,40,93,69,69,53,91,80,74,42,52,29,80,35,54,49,46,21,16,39,54,88,69,71,86,47,72,0,67,89,69,85,59,93,76,18,38,61,28,68,58,53,83,29,52,80,41,46,35,79,76,62,73,28,52,71,14,15,78,49,50,30,5,14,4,44,81,54,44,20,1,4,21,7,35,0,29,66,10,42,16,11,23,9,31,10,8,22,2,2,4,0,10,16,45,53,46,38,62,20,55,10,28,13,15,46,10,24,0,11,91,12,54,63,53,36,68,79,19,15,61,35,80,47,15,7,64,71,39,6,0,92,19,67,40,7,15,19,26,12,52,61,27,0,67,70,0,35,69,65,76,76,34,72,83,0,8,48,71,50,29,21,58,36,79,82,86,29,91,65,88,59,0,57,48,38,0,2,62,0,31,47,35,0,11,0,56,65,0,64,55,69,40,42,0,31,28,41,47,37,0,7,0,51,59,23,32,74,26,0,51,0,12,46,82,28,29,20,33,38,61,42,0,0,0,72,40,62,71,35,46,53,49,23,33,0,0,11,12,0,19,0,19,54,50,64,22,42,60,47,61,94,41,65,61,16,74,0,0,20,29,75,8,11,19,17,39,32,0,22,17,73,35,29,44,42,24,57,32,69,36,45,48,54,47,69,70,58,29,35,18,73,13,49,42,47,0,7,22,47,50,55,60,56,44,52,57,64,76,69,55,39,52,36,15,39,0,32,50,52,33,68,16,35,53,21,0,27,86,37,14,58,17,61,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,66,30,38,56,0,50,85,62,48,25,35,31,50,19,54,25,33,0,22,10,0,23,57,59,59,37,55,0,50,71,74,63,31,26,12,7,10,18,30,37,45,12,17,25,20,30,40,40,41,63,33,0
2009-03-01,55,75,43,74,61,66,50,88,74,67,41,48,29,73,39,54,39,27,38,21,41,48,73,75,72,82,47,74,0,71,77,68,78,57,68,56,0,38,9,26,66,57,58,83,26,43,78,39,56,35,77,71,65,69,26,52,76,15,15,63,55,39,33,5,16,6,46,70,56,36,18,0,4,25,6,30,3,31,65,12,49,19,14,23,8,38,11,8,24,3,3,6,0,5,11,59,61,56,43,63,25,55,13,28,14,17,42,15,27,0,12,84,13,50,61,50,40,74,77,21,17,63,33,73,48,0,7,54,60,39,7,0,83,24,66,40,6,18,19,26,13,50,57,28,0,63,72,17,36,65,63,71,89,24,74,89,0,12,31,67,45,55,21,49,60,92,82,84,30,82,67,83,68,0,63,62,33,0,3,60,0,31,38,41,0,12,0,47,63,0,63,61,60,40,46,0,33,28,35,53,34,0,6,0,51,57,22,36,82,25,0,44,0,15,49,85,38,28,22,34,27,68,38,0,0,0,69,41,71,70,53,44,50,68,23,30,0,0,23,6,0,26,0,19,70,56,73,18,65,65,50,81,89,33,62,60,31,33,0,0,0,38,68,22,21,16,17,54,19,0,17,10,80,42,15,57,45,22,54,40,69,39,58,46,66,47,76,74,73,31,37,18,74,10,49,41,56,0,8,9,45,61,53,57,54,55,51,63,69,78,65,59,49,54,43,18,70,37,27,48,50,19,70,17,30,51,19,8,30,84,40,14,63,17,62,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,68,32,41,55,0,50,91,65,60,25,35,33,46,26,54,24,33,7,21,11,0,29,61,63,61,42,55,0,52,69,69,71,36,27,14,4,12,14,31,40,48,20,18,23,21,27,39,45,46,75,33,0
2009-04-01,54,74,45,77,60,64,50,79,77,64,42,46,31,73,39,54,38,25,34,17,47,52,74,74,71,75,49,72,0,76,78,66,76,58,61,67,10,34,28,26,67,60,70,84,26,43,74,37,46,35,77,72,69,79,27,56,72,15,17,68,47,43,34,5,17,5,48,70,50,33,16,1,3,22,6,32,0,32,60,12,36,17,12,23,7,42,9,8,25,3,1,8,0,5,12,50,63,51,42,57,22,54,7,30,14,15,41,18,25,0,13,84,13,60,54,51,38,75,81,23,18,57,31,59,45,0,7,66,40,36,12,0,82,21,71,56,7,18,21,30,12,48,58,24,0,6,100,17,39,66,64,53,89,15,86,85,0,17,28,75,47,52,23,55,41,100,75,76,29,71,64,75,64,0,57,62,29,0,2,58,0,32,34,39,19,11,0,43,69,0,58,50,59,41,42,0,30,27,38,48,31,17,12,0,57,51,20,21,77,25,0,39,0,7,42,76,27,27,21,28,37,62,47,0,0,0,93,44,79,77,83,54,42,68,18,38,0,0,36,9,0,29,0,27,64,61,77,16,32,77,60,85,85,44,64,58,14,39,9,0,0,31,82,17,34,19,24,64,29,0,0,26,100,50,24,59,48,11,54,39,65,39,49,40,59,47,61,62,61,32,34,18,68,9,44,39,48,9,7,7,41,36,51,53,54,40,45,59,69,74,78,48,51,51,46,13,46,10,28,48,56,15,70,28,32,51,13,18,28,87,42,14,63,14,74,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,32,44,53,0,53,84,67,70,23,37,33,46,21,50,23,42,9,20,0,0,70,59,53,58,43,53,0,56,75,65,66,34,33,24,4,12,20,31,42,52,17,19,11,18,27,36,54,44,68,37,0
2009-05-01,42,62,43,38,56,61,49,70,69,37,40,46,28,66,32,46,36,21,33,15,50,45,68,66,65,63,44,62,0,72,90,68,74,56,22,14,16,32,24,27,61,59,60,77,21,44,67,45,45,31,75,64,61,68,23,51,76,15,15,61,45,43,30,5,16,4,42,56,47,32,17,0,3,22,4,30,1,26,61,12,36,14,12,23,8,37,9,8,22,2,3,4,2,4,10,43,56,41,43,48,22,51,11,29,14,14,33,17,24,0,13,90,13,59,56,56,37,81,79,21,15,51,38,65,45,0,8,64,39,40,10,0,82,32,81,46,6,19,21,36,12,51,60,23,0,6,95,24,41,63,67,55,87,15,86,80,0,12,27,82,48,41,22,49,39,70,84,82,31,68,65,77,65,0,57,47,32,0,2,61,0,31,33,55,0,12,3,48,71,0,66,53,61,43,48,0,31,26,37,45,38,0,13,0,60,56,22,20,80,25,0,40,0,14,53,88,34,32,24,32,46,75,40,0,0,0,70,38,61,70,43,43,45,59,22,36,0,0,37,4,0,23,11,27,62,58,69,14,45,61,51,83,82,41,57,50,0,14,0,0,0,27,66,14,14,16,16,40,25,0,14,27,87,64,22,60,40,23,52,25,62,41,28,40,56,44,48,59,40,33,34,18,67,11,42,32,31,0,6,20,37,34,51,51,56,40,44,56,68,74,68,45,40,31,16,0,30,10,24,43,54,18,67,20,32,62,16,13,26,84,29,13,54,16,66,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,67,35,43,54,0,51,84,61,48,25,35,29,46,19,51,28,38,18,22,0,0,28,63,55,63,43,51,0,57,72,64,60,34,29,22,6,15,25,35,37,47,18,16,12,20,28,38,44,49,72,39,0
2009-06-01,39,70,44,37,60,64,48,52,73,37,42,48,32,64,33,47,40,25,28,14,52,43,70,61,62,60,44,74,0,69,93,68,68,62,23,13,0,33,26,24,61,62,64,79,25,27,78,56,45,29,76,68,67,62,25,58,84,12,13,58,43,38,28,5,16,4,44,54,47,31,16,1,3,23,5,29,2,28,59,12,41,15,11,21,8,31,9,8,21,3,1,2,1,2,10,42,56,43,41,42,19,49,10,32,12,14,37,15,23,0,12,94,13,58,58,55,37,72,78,25,18,59,37,65,52,13,8,53,41,35,14,0,81,27,72,37,7,18,21,34,13,55,59,26,0,6,73,26,40,74,69,48,88,29,75,87,13,20,43,94,58,53,26,53,43,78,78,85,33,73,64,77,62,0,60,48,32,0,3,58,0,32,33,42,0,11,5,54,66,0,67,54,61,44,48,0,38,27,40,38,24,0,5,0,53,51,20,30,79,23,0,42,0,7,50,81,37,100,25,31,48,71,41,0,0,0,75,43,64,66,51,47,52,61,34,26,0,0,25,6,0,21,0,14,61,56,69,14,49,63,51,77,88,46,48,57,17,26,0,0,12,18,69,12,13,18,33,45,22,0,0,18,81,20,26,56,39,22,49,23,58,38,29,38,53,40,38,57,34,29,32,22,64,11,40,40,35,0,6,18,43,31,49,53,49,39,48,53,63,76,68,42,39,31,13,0,47,0,21,43,47,0,70,28,24,58,9,25,25,69,38,14,51,12,69,91,0,71,36,35,72,78,59,56,51,41,29,55,39,48,0,59,30,0,10,62,0,64,55,62,37,31,31,48,68,51,29,40,18,23,13,21,56,21,0,66,32,29,60,0,24,34,71,39,27,35,31,56,52,66,60,34,43,54,0,52,66,60,48,26,32,36,46,19,58,22,38,0,19,0,0,23,63,55,60,40,48,0,54,81,70,63,35,28,20,10,10,0,29,38,50,12,19,22,12,22,35,45,42,66,40,0
